Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-27 09:30:00-05:00,4554.85986328125,4558.490234375,4549.22998046875,4549.27001953125,4549.27001953125,0
2023-11-27 09:35:00-05:00,4549.43994140625,4550.2900390625,4546.31982421875,4549.93017578125,4549.93017578125,30719671
2023-11-27 09:40:00-05:00,4549.990234375,4550.22998046875,4547.89990234375,4548.669921875,4548.669921875,29439978
2023-11-27 09:45:00-05:00,4548.60986328125,4550.10986328125,4547.77978515625,4548.3798828125,4548.3798828125,28773774
2023-11-27 09:50:00-05:00,4548.39013671875,4549.75,4546.4599609375,4549.7001953125,4549.7001953125,25125704
2023-11-27 09:55:00-05:00,4549.7099609375,4551.0,4548.22021484375,4551.0,4551.0,21883742
2023-11-27 10:00:00-05:00,4551.0400390625,4553.10986328125,4550.740234375,4552.6201171875,4552.6201171875,25235483
2023-11-27 10:05:00-05:00,4552.58984375,4556.4501953125,4552.27001953125,4556.4501953125,4556.4501953125,24752733
2023-11-27 10:10:00-05:00,4556.5400390625,4557.3701171875,4553.080078125,4554.72021484375,4554.72021484375,19812135
2023-11-27 10:15:00-05:00,4554.759765625,4555.14013671875,4551.47998046875,4551.6201171875,4551.6201171875,19513818
2023-11-27 10:20:00-05:00,4551.7001953125,4553.259765625,4548.52978515625,4549.08984375,4549.08984375,19207516
2023-11-27 10:25:00-05:00,4549.18017578125,4553.68017578125,4549.10009765625,4551.97998046875,4551.97998046875,18289521
2023-11-27 10:30:00-05:00,4552.02001953125,4554.35009765625,4552.02001953125,4554.27001953125,4554.27001953125,19972299
2023-11-27 10:35:00-05:00,4554.27978515625,4556.22998046875,4553.18994140625,4554.02978515625,4554.02978515625,21426513
2023-11-27 10:40:00-05:00,4553.97998046875,4555.740234375,4553.8798828125,4554.97021484375,4554.97021484375,16599440
2023-11-27 10:45:00-05:00,4555.0,4555.43994140625,4553.31982421875,4554.56982421875,4554.56982421875,18474501
2023-11-27 10:50:00-05:00,4554.56005859375,4554.60986328125,4553.35009765625,4553.75,4553.75,22962040
2023-11-27 10:55:00-05:00,4553.75,4555.60009765625,4553.68017578125,4553.77978515625,4553.77978515625,15322225
2023-11-27 11:00:00-05:00,4553.85009765625,4553.85009765625,4550.72021484375,4550.89013671875,4550.89013671875,18334092
2023-11-27 11:05:00-05:00,4550.919921875,4551.47998046875,4548.080078125,4551.10009765625,4551.10009765625,17885265
2023-11-27 11:10:00-05:00,4551.1201171875,4551.75,4549.27978515625,4550.3701171875,4550.3701171875,16557232
2023-11-27 11:15:00-05:00,4550.39013671875,4551.08984375,4549.43994140625,4550.990234375,4550.990234375,14922934
2023-11-27 11:20:00-05:00,4551.02978515625,4552.93994140625,4550.83984375,4550.83984375,4550.83984375,14545403
2023-11-27 11:25:00-05:00,4550.8798828125,4554.0498046875,4550.3798828125,4554.0498046875,4554.0498046875,15412753
2023-11-27 11:30:00-05:00,4554.06005859375,4554.31982421875,4551.6201171875,4552.419921875,4552.419921875,14570542
2023-11-27 11:35:00-05:00,4552.580078125,4554.89013671875,4552.52978515625,4553.64990234375,4553.64990234375,17458574
2023-11-27 11:40:00-05:00,4553.72021484375,4555.18017578125,4552.35986328125,4553.740234375,4553.740234375,16734115
2023-11-27 11:45:00-05:00,4553.72998046875,4554.75,4553.2099609375,4554.35986328125,4554.35986328125,14481996
2023-11-27 11:50:00-05:00,4554.39990234375,4556.2001953125,4554.1298828125,4556.10986328125,4556.10986328125,14418193
2023-11-27 11:55:00-05:00,4556.10009765625,4559.14990234375,4556.009765625,4556.43017578125,4556.43017578125,19274428
2023-11-27 12:00:00-05:00,4556.41015625,4556.6201171875,4554.919921875,4556.22998046875,4556.22998046875,15194495
2023-11-27 12:05:00-05:00,4556.4501953125,4557.77001953125,4556.02978515625,4557.27001953125,4557.27001953125,15602485
2023-11-27 12:10:00-05:00,4557.27001953125,4557.72021484375,4556.5498046875,4557.240234375,4557.240234375,13870552
2023-11-27 12:15:00-05:00,4557.259765625,4557.580078125,4555.47021484375,4556.72021484375,4556.72021484375,15745796
2023-11-27 12:20:00-05:00,4556.68017578125,4556.68017578125,4554.60986328125,4554.85009765625,4554.85009765625,12868810
2023-11-27 12:25:00-05:00,4554.81982421875,4555.58984375,4553.72021484375,4555.33984375,4555.33984375,15858000
2023-11-27 12:30:00-05:00,4555.33984375,4556.27001953125,4555.080078125,4555.77001953125,4555.77001953125,13495047
2023-11-27 12:35:00-05:00,4555.7998046875,4556.60986328125,4554.77001953125,4555.25,4555.25,14557205
