Datetime,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI,CCI,Momentum,NextClose
2023-11-27 09:30:00-05:00,4554.85986328125,4558.490234375,4549.22998046875,4549.27001953125,4549.27001953125,0,,,,,,4549.93017578125
2023-11-27 09:35:00-05:00,4549.43994140625,4550.2900390625,4546.31982421875,4549.93017578125,4549.93017578125,30719671,,,,,,4548.669921875
2023-11-27 09:40:00-05:00,4549.990234375,4550.22998046875,4547.89990234375,4548.669921875,4548.669921875,29439978,,,,,,4548.3798828125
2023-11-27 09:45:00-05:00,4548.60986328125,4550.10986328125,4547.77978515625,4548.3798828125,4548.3798828125,28773774,,,,,,4549.7001953125
2023-11-27 09:50:00-05:00,4548.39013671875,4549.75,4546.4599609375,4549.7001953125,4549.7001953125,25125704,,,,,,4551.0
2023-11-27 09:55:00-05:00,4549.7099609375,4551.0,4548.22021484375,4551.0,4551.0,21883742,,,,,,4552.6201171875
2023-11-27 10:00:00-05:00,4551.0400390625,4553.10986328125,4550.740234375,4552.6201171875,4552.6201171875,25235483,,,,,,4556.4501953125
2023-11-27 10:05:00-05:00,4552.58984375,4556.4501953125,4552.27001953125,4556.4501953125,4556.4501953125,24752733,,,,,,4554.72021484375
2023-11-27 10:10:00-05:00,4556.5400390625,4557.3701171875,4553.080078125,4554.72021484375,4554.72021484375,19812135,,,,,,4551.6201171875
2023-11-27 10:15:00-05:00,4554.759765625,4555.14013671875,4551.47998046875,4551.6201171875,4551.6201171875,19513818,,,,,,4549.08984375
2023-11-27 10:20:00-05:00,4551.7001953125,4553.259765625,4548.52978515625,4549.08984375,4549.08984375,19207516,,,,,,4551.97998046875
2023-11-27 10:25:00-05:00,4549.18017578125,4553.68017578125,4549.10009765625,4551.97998046875,4551.97998046875,18289521,,,,,,4554.27001953125
2023-11-27 10:30:00-05:00,4552.02001953125,4554.35009765625,4552.02001953125,4554.27001953125,4554.27001953125,19972299,,,,,0.10990774296829259,4554.02978515625
2023-11-27 10:35:00-05:00,4554.27978515625,4556.22998046875,4553.18994140625,4554.02978515625,4554.02978515625,21426513,,,60.03397190008321,,0.09010268765929079,4554.97021484375
2023-11-27 10:40:00-05:00,4553.97998046875,4555.740234375,4553.8798828125,4554.97021484375,4554.97021484375,16599440,,,62.390056744176334,,0.13850846680369733,4554.56982421875
2023-11-27 10:45:00-05:00,4555.0,4555.43994140625,4553.31982421875,4554.56982421875,4554.56982421875,18474501,,,60.74805149328833,,0.13609112619727878,4553.75
2023-11-27 10:50:00-05:00,4554.56005859375,4554.60986328125,4553.35009765625,4553.75,4553.75,22962040,,,57.4159860990064,,0.08901256156773724,4553.77978515625
2023-11-27 10:55:00-05:00,4553.75,4555.60009765625,4553.68017578125,4553.77978515625,4553.77978515625,15322225,,,57.507178899074965,,0.06108075491650187,4550.89013671875
2023-11-27 11:00:00-05:00,4553.85009765625,4553.85009765625,4550.72021484375,4550.89013671875,4550.89013671875,18334092,,,46.992968864203,,-0.03799966665830095,4551.10009765625
2023-11-27 11:05:00-05:00,4550.919921875,4551.47998046875,4548.080078125,4551.10009765625,4551.10009765625,17885265,,,47.74061663762389,-63.53748672225038,-0.11741810898655215,4550.3701171875
2023-11-27 11:10:00-05:00,4551.1201171875,4551.75,4549.27978515625,4550.3701171875,4550.3701171875,16557232,,,45.34587444853455,-50.28988903585053,-0.09550746151373056,4550.990234375
2023-11-27 11:15:00-05:00,4550.39013671875,4551.08984375,4549.43994140625,4550.990234375,4550.990234375,14922934,,,47.74390602215445,-53.87005790047377,-0.013838650772314717,4550.83984375
2023-11-27 11:20:00-05:00,4551.02978515625,4552.93994140625,4550.83984375,4550.83984375,4550.83984375,14545403,,,47.20298594953207,-24.809539353430683,0.03846923362932317,4554.0498046875
2023-11-27 11:25:00-05:00,4550.8798828125,4554.0498046875,4550.3798828125,4554.0498046875,4554.0498046875,15412753,,,58.11166004707667,15.59684441951518,0.04547085504837513,4552.419921875
2023-11-27 11:30:00-05:00,4554.06005859375,4554.31982421875,4551.6201171875,4552.419921875,4552.419921875,14570542,,,52.21264363375998,6.642876769706913,-0.04062336331213892,4553.64990234375
2023-11-27 11:35:00-05:00,4552.580078125,4554.89013671875,4552.52978515625,4553.64990234375,4553.64990234375,17458574,,,55.854550104736916,41.404955805511605,-0.008341684846643271,4553.740234375
2023-11-27 11:40:00-05:00,4553.72021484375,4555.18017578125,4552.35986328125,4553.740234375,4553.740234375,16734115,,,56.11904669692016,40.548889539244904,-0.027003040870426247,4554.35986328125
2023-11-27 11:45:00-05:00,4553.72998046875,4554.75,4553.2099609375,4554.35986328125,4554.35986328125,14481996,,,57.97888949055618,61.1189284505794,-0.004609896117599093,4556.10986328125
2023-11-27 11:50:00-05:00,4554.39990234375,4556.2001953125,4554.1298828125,4556.10986328125,4556.10986328125,14418193,,,62.77731680537594,124.95853529711852,0.051822416277793035,4556.43017578125
2023-11-27 11:55:00-05:00,4556.10009765625,4559.14990234375,4556.009765625,4556.43017578125,4556.43017578125,19274428,,,63.59671036837845,173.16044524742665,0.05820199372923914,4556.22998046875
2023-11-27 12:00:00-05:00,4556.41015625,4556.6201171875,4554.919921875,4556.22998046875,4556.22998046875,15194495,,,62.66817885708336,111.41081968099738,0.1173362482850464,4557.27001953125
2023-11-27 12:05:00-05:00,4556.4501953125,4557.77001953125,4556.02978515625,4557.27001953125,4557.27001953125,15602485,,,65.48734574579595,145.5679014424451,0.13556990052091844,4557.240234375
2023-11-27 12:10:00-05:00,4557.27001953125,4557.72021484375,4556.5498046875,4557.240234375,4557.240234375,13870552,,,65.3351776518253,132.32655374712695,0.15097930521190864,4556.72021484375
2023-11-27 12:15:00-05:00,4557.259765625,4557.580078125,4555.47021484375,4556.72021484375,4556.72021484375,15745796,,,62.600244607173046,99.41650830772309,0.1259062352072244,4554.85009765625
2023-11-27 12:20:00-05:00,4556.68017578125,4556.68017578125,4554.60986328125,4554.85009765625,4554.85009765625,12868810,,,53.86733505140115,52.40552458659398,0.08812118298906021,4555.33984375
2023-11-27 12:25:00-05:00,4554.81982421875,4555.58984375,4553.72021484375,4555.33984375,4555.33984375,15858000,,,55.61363698650341,32.87038272759882,0.028327293679839823,4555.77001953125
2023-11-27 12:30:00-05:00,4555.33984375,4556.27001953125,4555.080078125,4555.77001953125,4555.77001953125,13495047,,,57.14804579472931,57.29429084436253,0.07358938133436072,4555.25
2023-11-27 12:35:00-05:00,4555.7998046875,4556.60986328125,4554.77001953125,4555.25,4555.25,14557205,,,54.68692240218454,48.06959084493254,0.03513879394694868,4557.759765625
2023-11-27 12:40:00-05:00,4555.22998046875,4557.830078125,4555.22998046875,4557.759765625,4557.759765625,13014659,,,62.97455493451497,86.9243554697188,0.08826878660441816,4557.22021484375
2023-11-27 12:45:00-05:00,4557.75,4558.31982421875,4557.10986328125,4557.22021484375,4557.22021484375,12645961,,,60.416293933893094,101.62610281855477,0.06280468931673794,4557.72998046875
2023-11-27 12:50:00-05:00,4557.22021484375,4557.89990234375,4556.56982421875,4557.72998046875,4557.72998046875,15301657,,,61.987485871860166,91.79803224498981,0.03555922126805812,4557.68994140625
2023-11-27 12:55:00-05:00,4557.77001953125,4558.14013671875,4557.4599609375,4557.68994140625,4557.68994140625,13089158,,,61.78006179572566,104.10644993062151,0.02764808361809252,4559.14990234375
2023-11-27 13:00:00-05:00,4557.7099609375,4559.27978515625,4555.93017578125,4559.14990234375,4559.14990234375,17213729,,,66.21891475544876,112.81587130691325,0.06408635840413822,4558.35009765625
2023-11-27 13:05:00-05:00,4559.14013671875,4559.39990234375,4558.27001953125,4558.35009765625,4558.35009765625,13395987,,,61.97263930148826,127.06815567486733,0.023700112575534733,4560.240234375
2023-11-27 13:10:00-05:00,4558.2900390625,4560.4501953125,4558.240234375,4560.240234375,4560.240234375,12673441,,,67.30797641052953,160.36307886692887,0.06582931435940491,4558.740234375
2023-11-27 13:15:00-05:00,4560.25,4560.52001953125,4558.740234375,4558.740234375,4558.740234375,14280555,,,60.10134077177819,134.46171841037815,0.04433055873541857,4557.669921875
2023-11-27 13:20:00-05:00,4558.759765625,4558.759765625,4557.39990234375,4557.669921875,4557.669921875,12007035,,,55.53239059019049,58.21476687554357,0.06190816730063132,4557.93994140625
2023-11-27 13:25:00-05:00,4557.669921875,4558.02978515625,4556.4501953125,4557.93994140625,4557.93994140625,12857853,,,56.43223375239435,24.98607690078644,0.05707801712790707,4558.52001953125
2023-11-27 13:30:00-05:00,4557.93994140625,4558.97021484375,4557.580078125,4558.52001953125,4558.52001953125,13004056,,,58.38070392436503,75.44970256105307,0.06036301192137331,4556.97998046875
2023-11-27 13:35:00-05:00,4558.52978515625,4559.31982421875,4556.8798828125,4556.97998046875,4556.97998046875,13345263,4554.40822265625,,51.76204737544632,30.81637919568098,0.03797772830799627,4556.669921875
2023-11-27 13:40:00-05:00,4556.97021484375,4557.41015625,4555.97998046875,4556.669921875,4556.669921875,14019488,4554.556220703125,,50.520216534580065,-41.683525777996756,-0.023911829627785375,4556.52978515625
